id,name,parent_name,source,details
48,Mark of Sentinel,Human,17,"If your Human has the Mark of Sentinel, replace all Racial Traits found in the Player's Handbook with these, except for Age, Alignment, Size, and Speed.||||||Ability Score Increase. Your Constitution score increases by 2, and your Wisdom score increases by 1.|||||||||Sentinel's Intuition. Whenever you make an Wisdom (Insight) or a Wisdom (Perception) check, you can roll a d4 and add the number rolled to the total ability check.|||||||||Guardian's Shield. You can cast the <a href=""http://dnd5e.wikidot.com/spell:shield"" target=""_blank"">Shield spell with this trait. Once you cast this spell with this trait, you can't cast that spell again until you finish a Long Rest. Wisdom is your Spellcasting Ability for these spells.|||||||||Vigilant Guardian Once a creature that you can see within 5ft of you is hit with an attack roll, you can use your reaction to swap places with the creature, and you are hit by the attack instead. Once you use this trait, you can't do so again until you finish a long rest.|||||||||Spells of the Mark. If you have the Spellcasting or Pact Magic class feature, the spells on the Mark of Sentinel Spells table are added to the spell list of your Spellcasting class.||||||Mark of Sentinel Spells|||||||||Spell Level|||Spell|||||||||1st|||<a href=""http://dnd5e.wikidot.com/spell:compelled-duel"" target=""_blank"">Compelled Duel, <a href=""http://dnd5e.wikidot.com/spell:shield-of-faith"" target=""_blank"">Shield of Faith|||||||||2nd|||<a href=""http://dnd5e.wikidot.com/spell:warding-bond"" target=""_blank"">Warding Bond, <a href=""http://dnd5e.wikidot.com/spell:zone-of-truth"" target=""_blank"">Zone of Truth|||||||||3rd|||<a href=""http://dnd5e.wikidot.com/spell:counterspell"" target=""_blank"">Counterspell, <a href=""http://dnd5e.wikidot.com/spell:protection-from-energy"" target=""_blank"">Protection From Energy|||||||||4th|||<a href=""http://dnd5e.wikidot.com/spell:death-ward"" target=""_blank"">Death Ward, <a href=""http://dnd5e.wikidot.com/spell:guardian-of-faith"" target=""_blank"">Guardian of Faith|||||||||5th|||<a href=""http://dnd5e.wikidot.com/spell:bigbys-hand"" target=""_blank"">Bigby's Hand|||||||||"
49,Keldon,Human,2,"The people of Keld are human, but they are like no other humans anywhere. Nearly all adults stand over six feet tall, and heights above seven feet are not uncommon. They are massively muscled and have gray skin, ranging from an ashy gray-white to a deeper bluegray. The typical Keldon’s hairline points sharply down in the middle of the forehead and at either temple, but recedes elsewhere — sometimes dramatically. Keldons are remarkably resistant to the cold of their homeland, baring skin even in near-freezing temperatures without discomfort.|||Keldons value self-reliance, strength, and courage above all else. Anything that is the product of their own labor is a fine thing. Anything else is treated with a healthy dose of skepticism. At best, they are a proud, pragmatic, passionate people, and their loyalty is fierce once earned. At worst, they can be reckless, hot-tempered, and violent — and no small number of Keldons still consider these qualities virtues rather than vices.|||The humans of Keld have the following traits, which replace the standard human traits presented in the Player’s Handbook.||||||Ability Score Increase. Your Strength score increases by 2, and your Constitution score increases by 1.|||||||||Age. Keldons reach adulthood in their late teens and live less than a century.|||||||||Alignment. Keldons tend toward chaotic alignments, and many walk a fine line between good and evil.|||||||||Size. Keldons are taller and heavier than the human norms of other cultures, standing almost universally above 6 feet tall and reaching heights above 7 feet. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Languages. You can speak, read, and write Common and Keldon.|||||||||Natural Athlete. You have proficiency in the Athletics skill.|||||||||Keldon Resilience. You have proficiency in Strength saving throws.|||||||||Icehaven Born. You are naturally adapted to cold climates, as described in chapter 5 of the Dungeon Master’s Guide.||||||"
50,Gavony,Human,2,"Whether safe behind the walls of the High City of Thraben or out in the moors with little more than shuttered windows, barred doors, and grim determination to stand against the horrors of the night, the humans of Gavony are the most well-rounded people of Innistrad.||||||Ability Score Increase. Your ability scores each increase by 1.||||||"
51,Kessig,Human,2,"For the Kessiger, life is work. Kessigers are farmers, millers, weavers, and stonemasons, living close to the land and working hard for every meal. This makes them self-reliant, pragmatic, and plainspoken.||||||Ability Score Increase. Your Dexterity and Wisdom scores each increase by 1.|||||||||Forest Folk. You have proficiency in the Survival skill.|||||||||Fleet of Foot. Your base walking speed is 40 feet.|||||||||Sure-Footed. When you use the Dash action, difficult terrain doesn’t cost you extra movement on that turn.|||||||||Spring Attack. When you make a melee attack against a creature, you don’t provoke opportunity attacks from that creature for the rest of your turn, whether you hit or not.||||||"
52,Nephalia,Human,2,"Beneath an ever-present shroud of fog billowing in from the sea, the people of Nephalia maintain a semblance of normalcy, buying and selling goods from across Innistrad in their bustling markets, setting out to sea in tiny fishing boats, or tilling the soggy earth in waterlogged fields.||||||Ability Score Increase. Your Intelligence and Charisma scores each increase by 1.|||||||||Breadth of Knowledge. You gain proficiency in any combination of four skills or with four tools of your choice.||||||"
53,Stensia,Human,2,"Countless generations of hardship and proximity to the vampire strongholds—leading to lost children and neighbors—have taught Stensians to guard their hearts. They are proud and fervent in their beliefs but seem brusque or even cold to the people of other provinces.||||||Ability Score Increase. Your Strength and Constitution scores each increase by 1.|||||||||Daunting. You have proficiency in the Intimidation skill.|||||||||Tough. Your hit point maximum increases by 2, and it increases by 2 every time you gain a level.||||||"
54,Bloodline of Asmodeus,Tiefling,3,"The tieflings connected to Nessus command the power of fire and darkness, guided by a keener than normal intellect, as befits those linked to Asmodeus himself.||||||Ability Score Increase. Your Intelligence score increases by 1.|||||||||Infernal Legacy. You know the Thaumaturgy cantrip. Once you reach 3rd level, you can cast the Hellish Rebuke spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Darkness spell once. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells.||||||"
55,Bloodline of Baalzebul,Tiefling,8,"The crumbling realm of Maladomini is ruled by Baalzebul, who excels at corrupting those whose minor sins can be transformed into acts of damnation. Tieflings linked to this archdevil can corrupt others both physically and psychically.||||||Ability Score Increase. Your Intelligence score increases by 1.|||||||||Legacy of Maladomini. You know the Thaumaturgy cantrip. Once you reach 3rd level, you can cast the Ray of Sickness spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Crown of Madness spell once. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells.||||||"
56,Bloodline of Dispater,Tiefling,8,"The great city of Dis occupies most of Hell's second layer. It is a place where secrets are uncovered and shared with the highest bidder, making tieflings tied to Dispater excellent spies and infiltrators.||||||Ability Score Increase. Your Dexterity score increases by 1.|||||||||Legacy of Dis. You know the Thaumaturgy cantrip. Once you reach 3rd level, you can cast the Disguise Self spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Detect Thoughts spell once. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells.||||||"
57,Bloodline of Fierna,Tiefling,8,"A master manipulator, Fierna grants tieftings tied to her forceful personalities.||||||Ability Score Increase. Your Wisdom score increases by 1.|||||||||Legacy of Phlegethos. You know the Friends cantrip. Once you reach 3rd level, you can cast the Charm Person spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Suggestion spell once. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells.||||||"
58,Bloodline of Glasya,Tiefling,8,"Glasya, Hell's criminal mastermind, grants her tiefiings magic that is useful for committing heists.||||||Ability Score Increase. Your Dexterity score increases by 1.|||||||||Legacy of Malbolge. You know the Minor Illusion cantrip. Once you reach 3rd level, you can cast the Disguise Self spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Invisibility spell once as a 2nd-level spell. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells.||||||"
59,Bloodline of Levistus,Tiefling,8,"Frozen Stygia is ruled by Levistus, an archdevil known for offering bargains to those who face an inescapable doom.||||||Ability Score Increase. Your Constitution score increases by 1.|||||||||Legacy of Stygia. You know the Ray of Frost cantrip. Once you reach 3rd level, you can cast the Armor of Agathys spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Darkness spell once. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells.||||||"
60,Bloodline of Mammon,Tiefling,8,"The great miser Mammon loves coins above all else. Tieflings tied to him excel at gathering and safeguarding wealth.||||||Ability Score Increase. Your Intelligence score increases by 1.|||||||||Legacy of Minauros. You know the Mage Hand cantrip. Once you reach 3rd level, you can cast the Tenser's Floating Disk spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Arcane Lock spell once. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells.||||||"
61,Bloodline of Mephistopheles,Tiefling,8,"In the frozen realm of Cania, Mephistopheles offers arcane power to those who entreat with him. Tieflings linked to him master some arcane magic.||||||Ability Score Increase. Your Intelligence score increases by 1.|||||||||Legacy of Cania. You know the Mage Hand cantrip. Once you reach 3rd level, you can cast the Burning Hands spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Flame Blade spell once as a 3rd-level spell. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells.||||||"
62,Bloodline of Zariel,Tiefling,8,"Tieflings with a blood tie to Zariel are stronger than the typical tiefling and receive magical abilities that aid them in battle.||||||Ability Score Increase. Your Strength score increases by 1.|||||||||Legacy of Avernus. You know the Thaumaturgy cantrip. Once you reach 3rd level, you can cast the Searing Smite spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Branding Smite spell once as a 3rd-level spell. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells.||||||"
63,Variant Tiefling,Tiefling,14,"Since not all tieflings are of the blood of Asmodeus, some have traits that differ from those in the Player's Handbook. The Dungeon Master may permit the following variants for your tiefling character, although Devil's Tongue, Hellfire, and Winged are mutually exclusive.||||||Appearance. Your tiefling might not look like other tieflings. Rather than having the physical characteristics described in the Player's Handbook, choose 1d4 + 1 of the following features: small horns; fangs or sharp teeth; a forked tongue; catlike eyes; six fingers on each hand; goat-like legs; cloven hoofs; a forked tail; leathery or scaly skin; red or dark blue skin; cast no shadow or reflection; exude a smell of brimstone.|||||||||Feral. Your Intelligence score increases by 1, and your Dexterity score increases by 2. This trait replaces the Ability Score Increase trait|||||||||Devil's Tongue. You know the Vicious Mockery cantrip. Once you reach 3rd level, you can cast the Charm Person spell once as a 2nd-level spell. Once you reach 5th level, you can also cast the Enthrall spell once. You must finish a long rest to cast these spells again with this trait. Charisma is your spellcasting ability for these spells. This trait replaces the Infernal Legacy trait|||||||||Hellfire. Once you reach 3rd level, you can cast the Burning Hands spell once as a 2nd-level spell. This trait replaces the Hellish Rebuke spell of the Infernal Legacy trait.|||||||||Winged. You have bat-like wings sprouting from your shoulders. You have a flying speed of 30 feet while you aren’t wearing heavy armor. This trait replaces the Infernal Legacy trait.||||||"
64,Abyssal Tiefling,Tiefling,53,"Source: Unearthed Arcana 11 - That Old Black Magic|||All abyssal tieflings trace their bloodline to the demons of the Abyss. These tieflings have the following additional features.||||||Ability Score Increase. Your Constitution score increases by 1.|||||||||Abyssal Arcana. Each time you finish a long rest, you gain the ability to cast cantrips and spells randomly determined from a short list. At 1st level, you can cast a cantrip. When you reach 3rd level, you can also cast a 1st-level spell. At 5th level, you can cast a 2nd-level spell.||||||You can cast a spell gained from this trait only once until you complete your next long rest. You can cast a cantrip gained from this trait at will, as normal. For 1st-level spells whose effect changes if cast using a spell slot of 2nd level or higher, you cast the spell as if using a 2nd-level slot. Spells of 2nd level are cast as if using a 2nd-level slot.|||At the end of each long rest, you lose the cantrips and spells previously granted by this feature, even if you did not cast them. You replace those cantrips and spells by rolling for new ones on the Abyssal Arcana Spells table. Roll separately for each cantrip and spell. If you roll the same spell or cantrip you gained at the end of your previous long rest, roll again until you get a different result.|||||||||||||||You can cast a spell gained from this trait only once until you complete your next long rest. You can cast a cantrip gained from this trait at will, as normal. For 1st-level spells whose effect changes if cast using a spell slot of 2nd level or higher, you cast the spell as if using a 2nd-level slot. Spells of 2nd level are cast as if using a 2nd-level slot.|||At the end of each long rest, you lose the cantrips and spells previously granted by this feature, even if you did not cast them. You replace those cantrips and spells by rolling for new ones on the Abyssal Arcana Spells table. Roll separately for each cantrip and spell. If you roll the same spell or cantrip you gained at the end of your previous long rest, roll again until you get a different result.|||||||||Abyssal Fortitude. Your hit point maximum increases by half your level (minimum 1).|||||||||Languages. You can speak, read, and write Abyssal.||||||||||||Abyssal Arcana Spells|||||||||d6|||1st Level|||3rd Level|||5th Level|||||||||1|||Dancing Lights|||Burning Hands|||Alter Self|||||||||2|||True Strike|||Charm Person|||Darkness|||||||||3|||Light|||Magic Missile|||Invisibility|||||||||4|||Message|||Cure Wounds|||Levitate|||||||||5|||Spare the Dying|||Tasha's Hideous Laughter|||Mirror Image|||||||||6|||Prestidigitation|||Thunderwave|||Spider Climb|||||||||"
