id,name,type,actions,ac,hp,spd,str,dex,con,int,wis,cha,extras,senses,languages,cr,source,image
217,Lich,"Medium undead, any evil alignment","Legendary Resistance (3/Day). If the lich fails a saving throw, it can choose to succeed instead.|||Rejuvenation. If it has a phylactery, a destroyed lich gains a new body in 1d10 days, regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery.|||Spellcasting. The lich is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 20, +12 to hit with spell attacks). The lich has the following wizard spells prepared:|||Turn Resistance. The lich has advantage on saving throws against any effect that turns undead.|||Paralyzing Touch. Melee Spell Attack: +12 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.|||The lich can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The lich regains spent legendary actions at the start of its turn.|||Cantrip. The lich casts a cantrip.|||Paralyzing Touch (Costs 2 Actions). The lich uses its Paralyzing Touch.|||Frightening Gaze (Costs 2 Actions). The lich fixes its gaze on one creature it can see within 10 feet of it. The target must succeed on a DC 18 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to the lich's gaze for the next 24 hours.|||Disrupt Life (Costs 3 Actions). Each non‐undead creature within 20 feet of the lich must make a DC 18 Constitution saving throw against this magic, taking 21 (6d6) necrotic damage on a failed save, or half as much damage on a successful one.","17 (natural armor)","135 (18d8 + 54)","30 ft.","11 (+0)","16 (+3)","16 (+3)","20 (+5)","14 (+2)","16 (+3)","Saving Throws: Con +10, Int +12, Wis +9|||Skills: Arcana +19, History +12, Insight +9, Perception +9|||Damage Resistances: cold, lightning, necrotic|||Damage Immunities: poison; bludgeoning, piercing, and slashing from nonmagical attacks|||Condition Immunities: charmed, exhaustion, frightened, paralyzed, poisoned|||"," truesight 120 ft., passive Perception 19","Common plus up to five other languages","21 (33000 XP)",5,https://www.aidedd.org/dnd/images/lich.jpg
218,Lion,"Large beast, unaligned","Keen Smell. The lion has advantage on Wisdom (Perception) checks that rely on smell.|||Pack Tactics. The lion has advantage on an attack roll against a creature if at least one of the lion's allies is within 5 feet of the creature and the ally isn't incapacitated.|||Pounce. If the lion moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the lion can make one bite attack against it as a bonus action.|||Running Leap. With a 10-foot running start, the lion can long jump up to 25 feet.|||Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.|||Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",12,"26 (4d10 + 4)","50 ft.","17 (+3)","15 (+2)","13 (+1)","3 (-4)","12 (+1)","8 (-1)","Skills: Perception +3, Stealth +6|||","passive Perception 13","—","1 (200 XP)",5,""
219,Lizard,"Tiny beast, unaligned","Bite. Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 piercing damage.",10,"2 (1d4)"," 20 ft., climb 20 ft.","2 (-4)","11 (+0)","10 (+0)","1 (-5)","8 (-1)","3 (-4)",""," darkvision 30 ft., passive Perception 9","—","0 (10 XP)",5,""
220,"Lizard King/Queen","Medium humanoid (Lizardfolk), chaotic evil","Hold Breath. The lizardfolk can hold its breath for 15 minutes.|||Skewer. Once per turn, when the lizardfolk makes a melee attack with its trident and hits, the target takes an extra 10 (3d6) damage, and the lizardfolk gains temporary hit points equal to the extra damage dealt.|||Multiattack. The lizardfolk makes two attacks: one with its bite and one with its claws or trident or two melee attacks with its trident.|||Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.|||Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) slashing damage.|||Trident. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 6 (1d6 + 3) piercing damage, or 7 (1d8 + 3) piercing damage if used with two hands to make a melee attack.","15 (natural armor)","78 (12d8 + 24)"," 30 ft., swim 30 ft.","17 (+3)","12 (+1)","15 (+2)","11 (+0)","11 (+0)","15 (+2)","Saving Throws: Con +4, Wis +2|||Skills: Perception +4, Stealth +5, Survival +4|||Condition Immunities: frightened|||"," darkvision 60 ft., passive Perception 14"," Abyssal, Draconic","4 (1100 XP)",5,""
221,Lizardfolk,"Medium humanoid (Lizardfolk), neutral","Hold Breath. The lizardfolk can hold its breath for 15 minutes.|||Multiattack. The lizardfolk makes two melee attacks, each one with a different weapon.|||Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.|||Heavy Club. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage.|||Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.|||Spiked Shield. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage."," 15 (natural armor, shield)","22 (4d8 + 4)"," 30 ft., swim 30 ft.","15 (+2)","10 (+0)","13 (+1)","7 (-2)","12 (+1)","7 (-2)","Skills: Perception +3, Stealth +4, Survival +5|||","passive Perception 13",Draconic,"1/2 (100 XP)",5,https://www.aidedd.org/dnd/images/lizardfolk.jpg
222,"Lizardfolk Shaman","Medium humanoid (Lizardfolk), neutral","Hold Breath. The lizardfolk can hold its breath for 15 minutes.|||Spellcasting (Lizardfolk Form Only). The lizardfolk is a 5th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with spell attacks). The lizardfolk has the following druid spells prepared:|||Multiattack (Lizardfolk Form Only). The lizardfolk makes two attacks: one with its bite and one with its claws.|||Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 7 (1d10 + 2) piercing damage in crocodile form. If the lizardfolk is in crocodile form and the target is a Large or smaller creature, the target is grappled (escape DC 12). Until this grapple ends, the target is restrained, and the lizardfolk can't bite another target. If the lizardfolk reverts to its true form, the grapple ends.|||Claws (Lizardfolk Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.|||Change Shape (Recharges after a Short or Long Rest). The lizardfolk magically polymorphs into a crocodile, remaining in that form for up to 1 hour. It can revert to its true form as a bonus action. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.","13 (natural armor)","27 (5d8 + 5)"," 30 ft., swim 30 ft.","15 (+2)","10 (+0)","13 (+1)","10 (+0)","15 (+2)","8 (-1)","Skills: Perception +4, Stealth +4, Survival +6|||","passive Perception 14",Draconic,"2 (450 XP)",5,""
223,Mage,"Medium humanoid (any race), any alignment","Spellcasting. The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared:|||Dagger. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.","12 (15 with","","",ft.,"","9 (-1)","14 (+2)","11 (+0)","17 (+3)","CHA11 (+0):||| Int +6, Wis +4:||| Arcana +6, History +6:|||","passive Perception 11","any four languages","6 (2300 XP)",5,""
224,"Magma Mephit","Small elemental, neutral evil","Death Burst. When the mephit dies, it explodes in a burst of lava. Each creature within 5 feet of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.|||False Appearance. While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma.|||Innate Spellcasting (1/Day). The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma.|||Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage.|||Fire Breath (Recharge 6). The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.",11,"22 (5d6 + 5)"," 30 ft., fly 30 ft.","8 (-1)","12 (+1)","12 (+1)","7 (-2)","10 (+0)","10 (+0)","Skills: Stealth +3|||Damage Vulnerabilities: cold|||Damage Immunities: fire, poison|||Condition Immunities: poisoned|||"," darkvision 60 ft., passive Perception 10"," Ignan, Terran","1/2 (100 XP)",5,https://www.aidedd.org/dnd/images/magma-mephit.jpg
225,Magmin,"Small elemental, chaotic neutral","Death Burst. When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 feet of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited.|||Ignited Illumination. As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 feet.|||Touch. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d6) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 3 (1d6) fire damage at the end of each of its turns.","14 (natural armor)","9 (2d6 + 2)","30 ft.","7 (-2)","15 (+2)","12 (+1)","8 (-1)","11 (+0)","10 (+0)","Damage Resistances: bludgeoning, piercing, and slashing from nonmagical attacks|||Damage Immunities: fire|||"," darkvision 60 ft., passive Perception 10",Ignan,"1/2 (100 XP)",5,https://www.aidedd.org/dnd/images/magmin.jpg
226,Mammoth,"Huge beast, unaligned","Trampling Charge. If the mammoth moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone, the mammoth can make one stomp attack against it as a bonus action.|||Gore. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 25 (4d8 + 7) piercing damage.|||Stomp. Melee Weapon Attack: +10 to hit, reach 5 ft., one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage.","13 (natural armor)","126 (11d12 + 55)","40 ft.","24 (+7)","9 (-1)","21 (+5)","3 (-4)","11 (+0)","6 (-2)","","passive Perception 10","—","6 (2300 XP)",5,""
227,Manes,"Small fiend (Demon), chaotic evil","Claws. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 5 (2d4) slashing damage.",9,"9 (2d6 + 2)","20 ft.","10 (+0)","9 (-1)","13 (+1)","3 (-4)","8 (-1)","4 (-3)","Damage Resistances: cold, fire, lightning|||Damage Immunities: poison|||Condition Immunities: charmed, frightened, poisoned|||"," darkvision 60 ft., passive Perception 9","understands Abyssal but can't speak","1/8 (25 XP)",5,https://www.aidedd.org/dnd/images/demon-manes.jpg
228,Manticore,"Large monstrosity, lawful evil","Tail Spike Regrowth. The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest.|||Multiattack. The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes.|||Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.|||Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.|||Tail Spike. Ranged Weapon Attack: +5 to hit, range 100/200 ft., one target. Hit: 7 (1d8 + 3) piercing damage.","14 (natural armor)","68 (8d10 + 24)"," 30 ft., fly 50 ft.","17 (+3)","16 (+3)","17 (+3)","7 (-2)","12 (+1)","8 (-1)",""," darkvision 60 ft., passive Perception 11",Common,"3 (700 XP)",5,https://www.aidedd.org/dnd/images/manticore.jpg
229,Marilith,"Large fiend (Demon), chaotic evil","Magic Resistance. The marilith has advantage on saving throws against spells and other magical effects.|||Magic Weapons. The marilith's weapon attacks are magical.|||Reactive. The marilith can take one reaction on every turn in a combat.|||Multiattack. The marilith makes seven attacks: six with its longswords and one with its tail.|||Longsword. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.|||Tail. Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the target is restrained, the marilith can automatically hit the target with its tail, and the marilith can't make tail attacks against other targets.|||Teleport. The marilith magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.|||Parry. The marilith adds 5 to its AC against one melee attack that would hit it. To do so, the marilith must see the attacker and be wielding a melee weapon.","18 (natural armor)","189 (18d10 + 90)","40 ft.","18 (+4)","20 (+5)","20 (+5)","18 (+4)","16 (+3)","20 (+5)","Saving Throws: Str +9, Con +10, Wis +8, Cha +10|||Damage Resistances: cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks|||Damage Immunities: poison|||Condition Immunities: poisoned|||"," truesight 120 ft., passive Perception 13"," Abyssal, telepathy 120 ft.","16 (15000 XP)",5,https://www.aidedd.org/dnd/images/demon-marilith.jpg
